Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble,Company Name,Industry,Daily_Return,MA20,MA50,MA200,EMA20,EMA50,RSI14,EMA12,EMA26,MACD,MACD_Signal,MACD_Histogram,BB_Middle,BB_Upper,BB_Lower,BB_Width,Rolling_Volatility_20,Log_Return,Cumulative_Return,MA20_MA50_Ratio,EMA20_EMA50_Ratio,BB_Position,RSI_Momentum,Return_5D,Return_10D,Return_20D,Volume_MA20,Volume_Ratio,Volatility_50,IND_AUTOMOBILE,IND_CEMENT & CEMENT PRODUCTS,IND_CONSTRUCTION,IND_CONSUMER GOODS,IND_ENERGY,IND_FERTILISERS & PESTICIDES,IND_FINANCIAL SERVICES,IND_IT,IND_MEDIA & ENTERTAINMENT,IND_METALS,IND_PHARMA,IND_SERVICES,IND_TELECOM,IND_AUTOMOBILE,IND_CEMENT & CEMENT PRODUCTS,IND_CONSTRUCTION,IND_CONSUMER GOODS,IND_ENERGY,IND_FERTILISERS & PESTICIDES,IND_FINANCIAL SERVICES,IND_IT,IND_MEDIA & ENTERTAINMENT,IND_METALS,IND_PHARMA,IND_SERVICES,IND_TELECOM,Recommendation
2021-04-30,WIPRO,EQ,489.85,491.5,511.8,489.3,492.5,492.75,501.42,29115571,1459924663315000.0,252478.0,5182914.0,0.178,Wipro Ltd.,IT,0.00592017964683067,455.3625,435.06,365.14525000000003,462.09363356779676,441.0307771126902,68.06992508027113,473.9029415878226,455.96455103986625,17.938390547956374,14.042358038939392,3.8960325090169814,455.3625,511.95010209219873,398.7748979078013,113.17520418439744,0.026772006499040952,0.005902724242178313,-0.8191212098964837,1.046665977106606,1.0477582462453061,0.8303506299761931,-0.27107244360577454,0.035841917174689986,0.14406779661016955,0.1785458024396076,21767179.1,1.337590455163756,0.02227503032945805,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,Buy
2021-04-30,HDFCBANK,EQ,1472.5,1445.0,1453.8,1407.5,1412.9,1412.3,1421.13,17616451,2503528980125000.0,447876.0,8982938.0,0.5099,HDFC Bank Ltd.,FINANCIAL SERVICES,-0.04088285229202038,1432.185,1497.161,1320.2472500000001,1442.2227896535428,1465.559324179005,47.09467120181406,1434.6887716788208,1449.5901363555422,-14.901364676721414,-21.46510351486249,6.563738838141077,1432.185,1497.087721538978,1367.2822784610219,129.80544307795617,0.020984570539275067,-0.04174205545072364,7.307647058823502,0.956600525928741,0.984076704272251,0.3468091974536243,-7.025849970824375,-0.0013082063430329693,-0.01244668205020627,-0.09100856021110904,12557877.5,1.4028207394123728,0.02053405974932381,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,Hold
2021-04-30,GAIL,EQ,134.8,133.45,141.45,132.3,137.25,137.2,138.26,21349478,295176065650000.0,70416.0,5417740.0,0.2538,GAIL (India) Ltd.,ENERGY,0.01780415430267035,135.65500000000003,139.017,113.52725000000001,135.237374560809,135.5238053515547,47.96380090497734,134.5546212596446,135.6691302645043,-1.1145090048597126,-1.2413960354461189,0.12688703058640627,135.65500000000003,142.36303916767957,128.94696083232049,13.416078335359089,0.02360950122427514,0.017647516813577922,0.9970887918486424,0.975815907407008,0.9978864909378637,0.61516032937345,4.203671245333894,0.06027820710973719,-0.024182076813655806,0.03664525878352842,15425430.5,1.3840442248921352,0.025210495203112117,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,Hold
2021-04-30,HEROMOTOCO,EQ,2860.1,2834.8,2860.0,2805.0,2818.0,2819.15,2833.08,670258,189889696575000.0,50970.0,302022.0,0.4506000000000001,Hero MotoCorp Ltd.,AUTOMOBILE,-0.014317681199958021,2876.795,3133.415,3076.9027499999997,2909.7662383919974,3043.0610833933774,41.12659982065704,2873.492116427124,2942.8189960302634,-69.32687960313933,-85.4930683046486,16.16618870150927,2876.795,2972.895095295872,2780.694904704128,192.2001905917441,0.019008335699521654,-0.014421168180825969,1.3345064590924194,0.9181021345720245,0.956197118181821,0.20007834111650405,-1.9194752646671773,-0.015677100609277073,-0.015161307226074672,-0.04882163402331419,883037.25,0.7590370621397908,0.020226334839665915,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Hold
2021-04-30,ADANIPORTS,EQ,746.75,739.0,759.45,724.5,726.4,730.05,743.35,12600934,936691138995000.0,132141.0,3514692.0,0.2789,Adani Ports and Special Economic Zone Ltd.,SERVICES,-0.02236357549380652,753.3425,721.253,483.07975,740.0177983951835,703.7938277800724,29.467638612767814,741.3229735463648,735.6664655358122,5.656508010552557,10.536662754888786,-4.880154744336229,753.3425,830.4403071570147,676.2446928429853,154.1956143140294,0.04191280608166368,-0.022617432148646203,-0.24182158064180936,1.044491322739732,1.0514695770057685,0.3489418774741328,-4.928873548774163,0.0064796305231955564,-0.027054041447324706,0.027443529660122534,28121033.6,0.44809640282923313,0.032978367109460616,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,Buy
2021-04-30,VEDL,EQ,255.05,255.05,266.2,252.55,255.95,257.25,259.67,21911292,568974065280000.0,117226.0,5687812.0,0.2596,Vedanta Ltd.,METALS,0.008625759654969478,233.24499999999998,221.996,154.7625,234.7477243557478,219.60558124472757,62.187499999999986,239.51051536096338,231.7777811582521,7.732734202711271,5.409244092234122,2.323490110477149,233.24499999999998,254.6606091614284,211.82939083857156,42.83121832285684,0.02697073826981365,0.008588770345223293,1.2110012892135722,1.0506720841816968,1.0689515404171166,1.0604556895639314,0.6246029224904532,0.12828947368421062,0.14155757710228545,0.11799217731421119,15177025.2,1.4437145429527258,0.022869222775747287,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Hold
2021-04-30,HINDALCO,EQ,372.15,368.9,377.0,361.3,363.65,364.4,368.96,19935239,735537367830000.0,149528.0,4268054.0,0.2141,Hindalco Industries Ltd.,METALS,-0.020824936181647158,355.2475,339.756,239.35775,354.1978614872171,333.68938820482606,49.675587996755866,359.0791989306878,350.40741299417147,8.671785936516358,8.614931581839423,0.05685435467693445,355.2475,377.3667099179757,333.1282900820243,44.23841983595139,0.031841752712583424,-0.02104483342011642,-0.5799181509020699,1.0455959570986237,1.061459770694903,0.7068903010989099,-8.08403860767821,0.0426323319027182,0.03068872860981453,0.11676371437327604,19137355.3,1.0416924746127276,0.028076599105465234,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,Buy
2021-04-30,EICHERMOT,EQ,2462.9,2442.0,2470.25,2414.0,2419.95,2421.65,2437.93,646257,157553130770000.0,43516.0,196649.0,0.3043,Eicher Motors Ltd.,AUTOMOBILE,-0.01674854845913354,2458.0699999999997,2554.423,5115.93275,2460.6786146768654,2557.211521089683,40.839668038217454,2433.243053745776,2481.8638860652345,-48.620832319458714,-58.2289390917964,9.608106772337685,2458.0699999999997,2637.0961445243283,2279.043855475671,358.05228904865726,0.023943908291086304,-0.016890391402946302,48.57318321392008,0.9622799356253838,0.9622507150399185,0.3982830130851353,-3.7077613607688065,0.045030854874207105,0.003751139849125451,-0.08269096005606158,973738.3,0.6636865367214168,0.01968220892270878,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,Hold
2021-04-30,HINDUNILVR,EQ,2407.6,2410.0,2442.9,2330.25,2350.0,2353.75,2363.99,4010778,948144834645000.0,170223.0,2038288.0,0.5082,Hindustan Unilever Ltd.,CONSUMER GOODS,-0.022366672204685134,2406.9425,2295.056,2235.22775,2378.846972403449,2336.45097793242,42.99088752964672,2386.0847301127146,2369.07490119733,17.009828915384787,28.51081698234451,-11.500988066959724,2406.9425,2495.5375056511816,2318.3474943488186,177.19001130236302,0.014077736567874432,-0.02262059970225355,0.02002123464279726,1.0487510980124233,1.0181454671514427,0.1997996692419042,-7.343536833523892,0.019932835012458128,-0.043443805498547206,-0.01875977071391355,2249583.5,1.7828980342361154,0.015718771569724142,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,Hold
2021-04-30,UPL,EQ,615.8,610.8,621.0,604.05,606.0,606.9,613.09,3072295,188358515500000.0,42385.0,664774.0,0.2164,UPL Ltd.,FERTILISERS & PESTICIDES,-0.014452744397531636,617.115,602.404,512.15775,607.9642143064033,595.6144502306048,35.09006004002667,605.7803128364369,607.5824130655083,-1.8021002290713568,-0.30642615663980766,-1.4956740724315492,617.115,668.7225993995538,565.5074006004462,103.21519879910761,0.022610164264905388,-0.014558202648590495,0.09588299024918889,1.024420488575773,1.0207344937165594,0.401032017388428,-1.4758071827748367,0.03672702425691843,-0.0007409236848605616,-0.033521777211561576,5773715.95,0.5321174485558127,0.02893526870879922,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,Hold
