Avg_Return,Volatility,Sharpe,Sortino,Drawdown,Return_Score,Sharpe_Score,Sortino_Score,Drawdown_Score,Volatility_Score,Investment_Score,Rank
0.00025566527696253285,0.019019449471363418,0.01344230690522744,0.019385333138704226,-0.7316002107851747,0.2554840893054477,0.3263089335059709,0.30630937989970475,0.3841392673014121,0.817067382233459,0.3648944712063647,31
0.0004823709054275465,0.02539265020438439,0.01899647738794348,0.02276799928839344,-0.8723325974981604,0.3861674090136802,0.4036819730665163,0.336581673858912,0.17149511544320428,0.5068683893355421,0.35889459843745375,32
0.0004880776672416861,0.02949108581890506,0.01655000667790968,0.01953570342743118,-0.7730521485926056,0.389457043169239,0.3696011187570901,0.3076550798244494,0.3215061210596948,0.3073876804518223,0.34465020042122363,33
0.0004394659191027611,0.02253376066253325,0.0195025555513891,0.020855348299108407,-0.9662077198567449,0.36143504536253,0.41073195575661514,0.31946489956703433,0.029651462814489493,0.6460174125404405,0.3444222813674666,34
0.0006270709842445825,0.030745727671895914,0.020395386017088034,0.025497416465752314,-0.95216642859759,0.4695790419311727,0.42316963788365036,0.3610078854547294,0.0508676060245552,0.2463212468733431,0.34338093670602965,35
0.0005895748676554265,0.03005165466152666,0.0196187156512957,0.02200045632691603,-0.9253084865273231,0.4479645940446525,0.41235013799164,0.3297127470633134,0.09144948234728378,0.280103447973435,0.3374539141216869,36
0.0005207699750514645,0.027837061973802063,0.018707792350412915,0.02174923151322302,-0.9207708779443254,0.408302359637262,0.3996604114491878,0.32746447570769627,0.0983057288100393,0.3878929952023409,0.3369598731308728,37
0.0005256802216729012,0.03036997137637823,0.017309210310345415,0.01991448628695895,-0.917396458755593,0.41113284661467075,0.38017729622044993,0.31104489884971365,0.10340441663280386,0.26461020862543694,0.3160126662589618,38
0.00032450754038140925,0.0243825665272633,0.01330899846078804,0.013844038531374805,-0.8907353693908889,0.29516786593120437,0.32445186419607813,0.2567190000500532,0.14368885199263026,0.556031588881756,0.29770536914464774,39
0.00046053906591458704,0.029651690455313066,0.015531629355454386,0.018354537411461286,-0.9746027434469645,0.37358255489158143,0.35541449105037914,0.2970845407089202,0.016966730373956018,0.29957066690470846,0.28811406971722425,40
0.0003220559174819495,0.02464646943589279,0.013067020342188956,0.012793252585611798,-0.9404927581052523,0.2937546402369708,0.32108095892743077,0.24731526357985384,0.06850631605352597,0.5431868002254765,0.2814986590511634,41
0.0003992736933780833,0.02912308439381198,0.01370986973697471,0.013314615435484038,-0.9070559610705596,0.33826643892021524,0.33003624969659484,0.2519810652736428,0.11902872608553894,0.3252991940273189,0.28004365732699493,42
0.00048082472969459926,0.03252199740957942,0.014784600208871897,0.0165592523034879,-0.9681818987992835,0.385276123786216,0.3450079117256583,0.28101810195197974,0.026668513284125783,0.1598659308043493,0.2707989938359894,43
0.00029434814653220217,0.026256146301545717,0.01121063781225479,0.012735583808507178,-0.9595741813771729,0.2777826349808811,0.29522039894370783,0.24679917180622743,0.03967462234978658,0.46483995951959334,0.25825762893527276,44
0.000189540846725924,0.026518387237308125,0.00714752541433829,0.007960433659151622,-0.9099943392666205,0.21736699395300896,0.23861872326932282,0.2040652032075453,0.11458888850490911,0.45207606307606363,0.2284712561566277,45
0.00021774560797241775,0.030610387107387543,0.007113454893873812,0.00762217962155759,-0.9830664045184069,0.2336254867669125,0.23814409978847184,0.2010380863695812,0.004178287911009271,0.25290859733779825,0.1943454518027506,46
0.00021612254895904062,0.033125042228838275,0.006524445990619352,0.008567167274330613,-0.9595900629175586,0.2326898825589948,0.22993884045859708,0.2094950084383448,0.039650625622633884,0.13051429048378282,0.18689240365073764,47
0.00011923645200126623,0.030042043332368974,0.003968986086668553,0.0038162554674570806,-0.9687676125273643,0.17684037908727304,0.19433969908202847,0.1669779546034111,0.025783510181084157,0.28057125445718145,0.1673391261657967,48
-0.00018754110284260528,0.018788764877179412,-0.009981555683332343,-0.014842081939758422,-0.7506765899864682,0.0,0.0,0.0,0.35531519509934273,0.8282953557103,0.13612681483593142,49
